Breed Image,Breed Name,Breed Group,Breed Description,Origin,Coat Pattern,Coat Length,Health Issues,Lifespan,Good With,Shedding Amount,Playfulness,Affection Level,Activity Level,Tendency to Vocalize,Exercise Needs,Good with Cats,Good with Dogs,Good with Children,Good with Families,Lifespan Min Years,Lifespan Up to + Years
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2cLvyMCZM3E3tzXU5LKMrI%2Fcca161e6b034e3d8a676c70ab0b59e30%2Fegyptian-mau_cat_breed__1_.jpg&w=1080&q=75,Egyptian Mau,Exotic Breeds,"Loyal, playful, and exceptionally athletic, the Egyptian Mau cat is one of the few naturally spotted domestic cat breeds. This is  a graceful, medium-sized kitty with a lean and muscular body. Maus are water lovers and are considered the fastest of all domestic cats!",North America,Naturally spotted,Shorthair,Temperature-sensitive,12-15 years,"Children, Cats, Families",Medium,High,High,High,Medium,High,1,0,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2cLvyMCZM3E3tzXU5LKMrI%2Fcca161e6b034e3d8a676c70ab0b59e30%2Fegyptian-mau_cat_breed__1_.jpg&w=1080&q=75,Egyptian Mau,Exotic Breeds,"Loyal, playful, and exceptionally athletic, the Egyptian Mau cat is one of the few naturally spotted domestic cat breeds. This is  a graceful, medium-sized kitty with a lean and muscular body. Maus are water lovers and are considered the fastest of all domestic cats!",North America,Naturally spotted,Shorthair,Sensitive to medicine and anesthesia,12-15 years,"Children, Cats, Families",Medium,High,High,High,Medium,High,1,0,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2cLvyMCZM3E3tzXU5LKMrI%2Fcca161e6b034e3d8a676c70ab0b59e30%2Fegyptian-mau_cat_breed__1_.jpg&w=1080&q=75,Egyptian Mau,Exotic Breeds,"Loyal, playful, and exceptionally athletic, the Egyptian Mau cat is one of the few naturally spotted domestic cat breeds. This is  a graceful, medium-sized kitty with a lean and muscular body. Maus are water lovers and are considered the fastest of all domestic cats!",Egypt,Naturally spotted,Shorthair,Feline urate urolithiasis,12-15 years,"Children, Cats, Families",Medium,High,High,High,Medium,High,1,0,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2cLvyMCZM3E3tzXU5LKMrI%2Fcca161e6b034e3d8a676c70ab0b59e30%2Fegyptian-mau_cat_breed__1_.jpg&w=1080&q=75,Egyptian Mau,Exotic Breeds,"Loyal, playful, and exceptionally athletic, the Egyptian Mau cat is one of the few naturally spotted domestic cat breeds. This is  a graceful, medium-sized kitty with a lean and muscular body. Maus are water lovers and are considered the fastest of all domestic cats!",Egypt,Naturally spotted,Shorthair,Temperature-sensitive,12-15 years,"Children, Cats, Families",Medium,High,High,High,Medium,High,1,0,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2cLvyMCZM3E3tzXU5LKMrI%2Fcca161e6b034e3d8a676c70ab0b59e30%2Fegyptian-mau_cat_breed__1_.jpg&w=1080&q=75,Egyptian Mau,Exotic Breeds,"Loyal, playful, and exceptionally athletic, the Egyptian Mau cat is one of the few naturally spotted domestic cat breeds. This is  a graceful, medium-sized kitty with a lean and muscular body. Maus are water lovers and are considered the fastest of all domestic cats!",Egypt,Naturally spotted,Shorthair,Sensitive to medicine and anesthesia,12-15 years,"Children, Cats, Families",Medium,High,High,High,Medium,High,1,0,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3es93q6tJXdYTCgzeTuDja%2Fa2bd05cd130a2cdc197544e611aa2951%2Fbirman_cat.jpg&w=1080&q=75,Birman,Eastern Breeds,"Birmans are friendly, loyal cats of high intelligence who truly enjoy spending time with people. While they do have a curious and playful side, they are known as gentle, quiet cats who seek out cuddles and lap time with their favorite humans.",Myanmar,"Solid point, lynx point",Longhair,Hypertrophic cardiomyopathy (HCM),9-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,Medium,High,1,1,1,1,9,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3es93q6tJXdYTCgzeTuDja%2Fa2bd05cd130a2cdc197544e611aa2951%2Fbirman_cat.jpg&w=1080&q=75,Birman,Eastern Breeds,"Birmans are friendly, loyal cats of high intelligence who truly enjoy spending time with people. While they do have a curious and playful side, they are known as gentle, quiet cats who seek out cuddles and lap time with their favorite humans.",Myanmar,"Solid point, lynx point",Longhair,Feline Infectious Peritonitis,9-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,Medium,High,1,1,1,1,9,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3es93q6tJXdYTCgzeTuDja%2Fa2bd05cd130a2cdc197544e611aa2951%2Fbirman_cat.jpg&w=1080&q=75,Birman,Eastern Breeds,"Birmans are friendly, loyal cats of high intelligence who truly enjoy spending time with people. While they do have a curious and playful side, they are known as gentle, quiet cats who seek out cuddles and lap time with their favorite humans.",Myanmar,"Solid point, lynx point",Longhair,Congenital cataracts,9-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,Medium,High,1,1,1,1,9,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3es93q6tJXdYTCgzeTuDja%2Fa2bd05cd130a2cdc197544e611aa2951%2Fbirman_cat.jpg&w=1080&q=75,Birman,Eastern Breeds,"Birmans are friendly, loyal cats of high intelligence who truly enjoy spending time with people. While they do have a curious and playful side, they are known as gentle, quiet cats who seek out cuddles and lap time with their favorite humans.",Myanmar,"Solid point, lynx point",Longhair,Hemophilia B,9-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,Medium,High,1,1,1,1,9,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3es93q6tJXdYTCgzeTuDja%2Fa2bd05cd130a2cdc197544e611aa2951%2Fbirman_cat.jpg&w=1080&q=75,Birman,Eastern Breeds,"Birmans are friendly, loyal cats of high intelligence who truly enjoy spending time with people. While they do have a curious and playful side, they are known as gentle, quiet cats who seek out cuddles and lap time with their favorite humans.",Myanmar,"Solid point, lynx point",Longhair,Early renal failure,9-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,Medium,High,1,1,1,1,9,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2FWgrmcGdhnZdzFSK6ZbuVH%2F888886015292bef82e71f438365981bc%2FHimalayan_Cat.jpg&w=1080&q=75,Himalayan,Persian Breeds,"The Himalayan is part of the Persian Breed group and is known as one of the oldest breeds. They are sweet natured, gentle, and easygoing cats that get along well with others in a calm household. They share similar physical features with the Persian, such as a luxurious coat, and a flat face with big cheeks, and large, round eyes.",UK,"Solid point, tortoiseshell, bicolor point, tricolor point, tabby or lynx point, smoke and shaded point",Longhair,Prone to obesity,12-15 years,"Children, Dogs, Cats, Families",High,Medium,High,Medium,Low,Medium,1,1,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2FWgrmcGdhnZdzFSK6ZbuVH%2F888886015292bef82e71f438365981bc%2FHimalayan_Cat.jpg&w=1080&q=75,Himalayan,Persian Breeds,"The Himalayan is part of the Persian Breed group and is known as one of the oldest breeds. They are sweet natured, gentle, and easygoing cats that get along well with others in a calm household. They share similar physical features with the Persian, such as a luxurious coat, and a flat face with big cheeks, and large, round eyes.",UK,"Solid point, tortoiseshell, bicolor point, tricolor point, tabby or lynx point, smoke and shaded point",Longhair,Polycystic kidney disease (PKD),12-15 years,"Children, Dogs, Cats, Families",High,Medium,High,Medium,Low,Medium,1,1,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2FWgrmcGdhnZdzFSK6ZbuVH%2F888886015292bef82e71f438365981bc%2FHimalayan_Cat.jpg&w=1080&q=75,Himalayan,Persian Breeds,"The Himalayan is part of the Persian Breed group and is known as one of the oldest breeds. They are sweet natured, gentle, and easygoing cats that get along well with others in a calm household. They share similar physical features with the Persian, such as a luxurious coat, and a flat face with big cheeks, and large, round eyes.",UK,"Solid point, tortoiseshell, bicolor point, tricolor point, tabby or lynx point, smoke and shaded point",Longhair,Tear duct drainage,12-15 years,"Children, Dogs, Cats, Families",High,Medium,High,Medium,Low,Medium,1,1,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2FWgrmcGdhnZdzFSK6ZbuVH%2F888886015292bef82e71f438365981bc%2FHimalayan_Cat.jpg&w=1080&q=75,Himalayan,Persian Breeds,"The Himalayan is part of the Persian Breed group and is known as one of the oldest breeds. They are sweet natured, gentle, and easygoing cats that get along well with others in a calm household. They share similar physical features with the Persian, such as a luxurious coat, and a flat face with big cheeks, and large, round eyes.",UK,"Solid point, tortoiseshell, bicolor point, tricolor point, tabby or lynx point, smoke and shaded point",Longhair,Progressive retinal atrophy,12-15 years,"Children, Dogs, Cats, Families",High,Medium,High,Medium,Low,Medium,1,1,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6LG7MgWSZCGaV0WXeDg2SB%2F9817e8d9698d21d177aab92ed20ed6a6%2FLykoi_Cat.jpg&w=1080&q=75,Lykoi,Western Breeds,"If you've ever wanted to own a feline version of a werewolf, then the Lykoi is for you! Known for its sparse, grayish-black coat and hairless face and muzzle often referred to as a mask, the Lykoi is one of the most easily recognizable advanced new breeds that remains very popular on social media.",USA,Roan,Partially hairless,No strongly associated genetic conditions,12-17 years,"Cats, dogs, families (can be territorial)",High,High,High,High,Low,High,1,1,0,1,12,17
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6yyhzpbhF2HNUop7NE2grw%2Fb4187d80fe1618593b25b2748d459361%2Fchausie-cat.jpg&w=1080&q=75,Chausie,Western Breeds,"The name Chausie (pronounced Chaw-See) derives from the Latin name ""Felis Chaus,"" meaning ""jungle cat."" The Chausie is a mix between a wild cat and an Abyssinian. When it comes to owning a Chausie, there is never a dull moment. Whether they are showing you their high-flying circus skills or dazzling you with their exotic looks, the highly intelligent and playful Chausie will make your life truly exciting!",Africa,"Brown ticked tabby, grizzled tabby, silver tipped, solid black",Shorthair,No strongly associated genetic conditions,10-15 years,"Other cats, not for families with children or smaller pets",Low,High,High,High,Medium,High,1,0,0,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6yyhzpbhF2HNUop7NE2grw%2Fb4187d80fe1618593b25b2748d459361%2Fchausie-cat.jpg&w=1080&q=75,Chausie,Western Breeds,"The name Chausie (pronounced Chaw-See) derives from the Latin name ""Felis Chaus,"" meaning ""jungle cat."" The Chausie is a mix between a wild cat and an Abyssinian. When it comes to owning a Chausie, there is never a dull moment. Whether they are showing you their high-flying circus skills or dazzling you with their exotic looks, the highly intelligent and playful Chausie will make your life truly exciting!",Africa,"Brown ticked tabby, grizzled tabby, silver tipped, solid black",Shorthair,Requires specific diet,10-15 years,"Other cats, not for families with children or smaller pets",Low,High,High,High,Medium,High,1,0,0,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6yyhzpbhF2HNUop7NE2grw%2Fb4187d80fe1618593b25b2748d459361%2Fchausie-cat.jpg&w=1080&q=75,Chausie,Western Breeds,"The name Chausie (pronounced Chaw-See) derives from the Latin name ""Felis Chaus,"" meaning ""jungle cat."" The Chausie is a mix between a wild cat and an Abyssinian. When it comes to owning a Chausie, there is never a dull moment. Whether they are showing you their high-flying circus skills or dazzling you with their exotic looks, the highly intelligent and playful Chausie will make your life truly exciting!",Asia,"Brown ticked tabby, grizzled tabby, silver tipped, solid black",Shorthair,No strongly associated genetic conditions,10-15 years,"Other cats, not for families with children or smaller pets",Low,High,High,High,Medium,High,1,0,0,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6yyhzpbhF2HNUop7NE2grw%2Fb4187d80fe1618593b25b2748d459361%2Fchausie-cat.jpg&w=1080&q=75,Chausie,Western Breeds,"The name Chausie (pronounced Chaw-See) derives from the Latin name ""Felis Chaus,"" meaning ""jungle cat."" The Chausie is a mix between a wild cat and an Abyssinian. When it comes to owning a Chausie, there is never a dull moment. Whether they are showing you their high-flying circus skills or dazzling you with their exotic looks, the highly intelligent and playful Chausie will make your life truly exciting!",Asia,"Brown ticked tabby, grizzled tabby, silver tipped, solid black",Shorthair,Requires specific diet,10-15 years,"Other cats, not for families with children or smaller pets",Low,High,High,High,Medium,High,1,0,0,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7303SFtYy9cCS1a22t083q%2Fc4fa98bcae512295725d80ffa74e24a9%2FLaPerm_cat.jpg&w=1080&q=75,LaPerm,Other Breeds,The unique combination of delightful appearance and lovely personality captivates nearly anyone who has the pleasure of meeting a LaPerm cat. This American rex breed is a carrier of a unique genetic mutation that gives its cats their 'perm'.,USA,All patterns,Shorthair,No strongly associated genetic conditions,12-20 years,"Children, Dogs, Cats, Families",Low,High,High,High,Low,High,1,1,1,1,12,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7303SFtYy9cCS1a22t083q%2Fc4fa98bcae512295725d80ffa74e24a9%2FLaPerm_cat.jpg&w=1080&q=75,LaPerm,Other Breeds,The unique combination of delightful appearance and lovely personality captivates nearly anyone who has the pleasure of meeting a LaPerm cat. This American rex breed is a carrier of a unique genetic mutation that gives its cats their 'perm'.,USA,All patterns,Longhair,No strongly associated genetic conditions,12-20 years,"Children, Dogs, Cats, Families",Low,High,High,High,Low,High,1,1,1,1,12,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3hFGXZfjDcboKIuTlwrjM9%2Fda65a417e3941edb62adf9fc775ba23d%2Fjapanese-bobtail-cat.jpg&w=1080&q=75,Japanese Bobtail,Other Breeds,"The Japanese Bobtail is an affectionate and friendly cat best known for its gentle nature, sweet personality, and signature pom-pom tail. They are fun-loving kitties who truly cherish every moment with their favorite humans.",Unknown,Tabby and many other patterns,Shorthair,No strongly associated genetic conditions,12-18 years,"Children, Gentle Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,12,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3hFGXZfjDcboKIuTlwrjM9%2Fda65a417e3941edb62adf9fc775ba23d%2Fjapanese-bobtail-cat.jpg&w=1080&q=75,Japanese Bobtail,Other Breeds,"The Japanese Bobtail is an affectionate and friendly cat best known for its gentle nature, sweet personality, and signature pom-pom tail. They are fun-loving kitties who truly cherish every moment with their favorite humans.",Unknown,Tabby and many other patterns,Shorthair,Prone to obesity,12-18 years,"Children, Gentle Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,12,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3hFGXZfjDcboKIuTlwrjM9%2Fda65a417e3941edb62adf9fc775ba23d%2Fjapanese-bobtail-cat.jpg&w=1080&q=75,Japanese Bobtail,Other Breeds,"The Japanese Bobtail is an affectionate and friendly cat best known for its gentle nature, sweet personality, and signature pom-pom tail. They are fun-loving kitties who truly cherish every moment with their favorite humans.",Unknown,Tabby and many other patterns,Longhair,No strongly associated genetic conditions,12-18 years,"Children, Gentle Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,12,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3hFGXZfjDcboKIuTlwrjM9%2Fda65a417e3941edb62adf9fc775ba23d%2Fjapanese-bobtail-cat.jpg&w=1080&q=75,Japanese Bobtail,Other Breeds,"The Japanese Bobtail is an affectionate and friendly cat best known for its gentle nature, sweet personality, and signature pom-pom tail. They are fun-loving kitties who truly cherish every moment with their favorite humans.",Unknown,Tabby and many other patterns,Longhair,Prone to obesity,12-18 years,"Children, Gentle Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,12,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6iK0ALBNL8SXkrZ7VkK8Vx%2Fa2c29c908eb66b84cb4e29011af11abd%2Fburmese-cat.jpg&w=1080&q=75,Burmese,Eastern Breeds,"The Burmese  is a curious cat with an intriguing background. While widely admired for their gorgeous looks, these cats also make for the most purr-fect and loyal of cat friends. Always by your side, they truly enjoy the company of their favorite humans.",Myanmar,"Solid, tortoiseshell",Shorthair,Feline hyperesthesia syndrome,12+ years,"Children, Cats, Families",Low,High,High,High,High,High,1,0,1,1,10,12
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6iK0ALBNL8SXkrZ7VkK8Vx%2Fa2c29c908eb66b84cb4e29011af11abd%2Fburmese-cat.jpg&w=1080&q=75,Burmese,Eastern Breeds,"The Burmese  is a curious cat with an intriguing background. While widely admired for their gorgeous looks, these cats also make for the most purr-fect and loyal of cat friends. Always by your side, they truly enjoy the company of their favorite humans.",Myanmar,"Solid, tortoiseshell",Shorthair,Hypokalemia,12+ years,"Children, Cats, Families",Low,High,High,High,High,High,1,0,1,1,10,12
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6iK0ALBNL8SXkrZ7VkK8Vx%2Fa2c29c908eb66b84cb4e29011af11abd%2Fburmese-cat.jpg&w=1080&q=75,Burmese,Eastern Breeds,"The Burmese  is a curious cat with an intriguing background. While widely admired for their gorgeous looks, these cats also make for the most purr-fect and loyal of cat friends. Always by your side, they truly enjoy the company of their favorite humans.",Myanmar,"Solid, tortoiseshell",Shorthair,Eye conditions,12+ years,"Children, Cats, Families",Low,High,High,High,High,High,1,0,1,1,10,12
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6iK0ALBNL8SXkrZ7VkK8Vx%2Fa2c29c908eb66b84cb4e29011af11abd%2Fburmese-cat.jpg&w=1080&q=75,Burmese,Eastern Breeds,"The Burmese  is a curious cat with an intriguing background. While widely admired for their gorgeous looks, these cats also make for the most purr-fect and loyal of cat friends. Always by your side, they truly enjoy the company of their favorite humans.",Myanmar,"Solid, tortoiseshell",Shorthair,Diabetes mellitus,12+ years,"Children, Cats, Families",Low,High,High,High,High,High,1,0,1,1,10,12
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6iK0ALBNL8SXkrZ7VkK8Vx%2Fa2c29c908eb66b84cb4e29011af11abd%2Fburmese-cat.jpg&w=1080&q=75,Burmese,Eastern Breeds,"The Burmese  is a curious cat with an intriguing background. While widely admired for their gorgeous looks, these cats also make for the most purr-fect and loyal of cat friends. Always by your side, they truly enjoy the company of their favorite humans.",Thailand,"Solid, tortoiseshell",Shorthair,Feline hyperesthesia syndrome,12+ years,"Children, Cats, Families",Low,High,High,High,High,High,1,0,1,1,10,12
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6iK0ALBNL8SXkrZ7VkK8Vx%2Fa2c29c908eb66b84cb4e29011af11abd%2Fburmese-cat.jpg&w=1080&q=75,Burmese,Eastern Breeds,"The Burmese  is a curious cat with an intriguing background. While widely admired for their gorgeous looks, these cats also make for the most purr-fect and loyal of cat friends. Always by your side, they truly enjoy the company of their favorite humans.",Thailand,"Solid, tortoiseshell",Shorthair,Hypokalemia,12+ years,"Children, Cats, Families",Low,High,High,High,High,High,1,0,1,1,10,12
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6iK0ALBNL8SXkrZ7VkK8Vx%2Fa2c29c908eb66b84cb4e29011af11abd%2Fburmese-cat.jpg&w=1080&q=75,Burmese,Eastern Breeds,"The Burmese  is a curious cat with an intriguing background. While widely admired for their gorgeous looks, these cats also make for the most purr-fect and loyal of cat friends. Always by your side, they truly enjoy the company of their favorite humans.",Thailand,"Solid, tortoiseshell",Shorthair,Eye conditions,12+ years,"Children, Cats, Families",Low,High,High,High,High,High,1,0,1,1,10,12
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6iK0ALBNL8SXkrZ7VkK8Vx%2Fa2c29c908eb66b84cb4e29011af11abd%2Fburmese-cat.jpg&w=1080&q=75,Burmese,Eastern Breeds,"The Burmese  is a curious cat with an intriguing background. While widely admired for their gorgeous looks, these cats also make for the most purr-fect and loyal of cat friends. Always by your side, they truly enjoy the company of their favorite humans.",Thailand,"Solid, tortoiseshell",Shorthair,Diabetes mellitus,12+ years,"Children, Cats, Families",Low,High,High,High,High,High,1,0,1,1,10,12
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1b2LHb65NzhhREDwzMuM70%2Fb80df7ac6c9d1f3afeade5dee24843cf%2FSphynx_Cat_Library.jpg&w=1080&q=75,Sphynx,Other Breeds,"Hairless but fearless, the Sphynx cat turns heads everywhere it goes! This cat demands its well-deserved attention, loves entertaining its family, and treasures meeting new humans. The Sphynx have an undeniable power to enchant anyone with their humor, loving nature, and exotic appearance.",Canada,Variety of patterns,Hairless,Hypertrophic cardiomyopathy (HCM),14+ years,"Children, Dogs, Cats, Families",Low,High,High,High,High,Medium,1,1,1,1,10,14
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1b2LHb65NzhhREDwzMuM70%2Fb80df7ac6c9d1f3afeade5dee24843cf%2FSphynx_Cat_Library.jpg&w=1080&q=75,Sphynx,Other Breeds,"Hairless but fearless, the Sphynx cat turns heads everywhere it goes! This cat demands its well-deserved attention, loves entertaining its family, and treasures meeting new humans. The Sphynx have an undeniable power to enchant anyone with their humor, loving nature, and exotic appearance.",Canada,Variety of patterns,Hairless,Temperature-sensitive,14+ years,"Children, Dogs, Cats, Families",Low,High,High,High,High,Medium,1,1,1,1,10,14
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1b2LHb65NzhhREDwzMuM70%2Fb80df7ac6c9d1f3afeade5dee24843cf%2FSphynx_Cat_Library.jpg&w=1080&q=75,Sphynx,Other Breeds,"Hairless but fearless, the Sphynx cat turns heads everywhere it goes! This cat demands its well-deserved attention, loves entertaining its family, and treasures meeting new humans. The Sphynx have an undeniable power to enchant anyone with their humor, loving nature, and exotic appearance.",Canada,Variety of patterns,Hairless,Skin conditions,14+ years,"Children, Dogs, Cats, Families",Low,High,High,High,High,Medium,1,1,1,1,10,14
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F32MLFBQFvD8LHOaRriFFjp%2F772c9904d9218dadeda29adb769968fe%2FTurkish_Van_breed_library.jpg&w=1080&q=75,Turkish Van,Western Breeds,"The Turkish Van is a playful and intelligent breed that is ready to take you on an adventure. With a striking wisp of color topping their head and its tail painted to match, this mostly white cat is one of the rarest in the world. Let us introduce you to the Turkish Van!",Turkey,"Van pattern (bi-color), Van Kedi (rare solid pure white)",Medium,Hypertrophic cardiomyopathy (HCM),12-17+ years,"Families, Dogs and Cats (with proper socialization)",Medium,High,High,High,Medium,High,1,1,0,1,12,17
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F32MLFBQFvD8LHOaRriFFjp%2F772c9904d9218dadeda29adb769968fe%2FTurkish_Van_breed_library.jpg&w=1080&q=75,Turkish Van,Western Breeds,"The Turkish Van is a playful and intelligent breed that is ready to take you on an adventure. With a striking wisp of color topping their head and its tail painted to match, this mostly white cat is one of the rarest in the world. Let us introduce you to the Turkish Van!",Turkey,"Van pattern (bi-color), Van Kedi (rare solid pure white)",Medium,Prone to obesity,12-17+ years,"Families, Dogs and Cats (with proper socialization)",Medium,High,High,High,Medium,High,1,1,0,1,12,17
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7B0NDArjIw2HSIcEYmddSZ%2Fc96d6fd8a90c0f8d6fa2da9704bef7b0%2Fdevon-rex-cat.jpg&w=1080&q=75,Devon Rex,Other Breeds,"Meet the Devon Rex, aka the ""Alien Cat""! Known for its prominently large eyes and curly coat, the Devon Rex is a beautiful kitty adored for its playfulness and cuddliness. There is never a dull moment with these fur-riendly bundles of joy! In honor of their unique appearance, they also acquired affectionate the nickname of the ""Pixie Cat"".",UK,"Variety, including solid, calico, tortie, tabby",Shorthair,Vitamin-k-dependent coagulopathy,10-15 years,"Children, Dogs, Cats, Families",Low,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7B0NDArjIw2HSIcEYmddSZ%2Fc96d6fd8a90c0f8d6fa2da9704bef7b0%2Fdevon-rex-cat.jpg&w=1080&q=75,Devon Rex,Other Breeds,"Meet the Devon Rex, aka the ""Alien Cat""! Known for its prominently large eyes and curly coat, the Devon Rex is a beautiful kitty adored for its playfulness and cuddliness. There is never a dull moment with these fur-riendly bundles of joy! In honor of their unique appearance, they also acquired affectionate the nickname of the ""Pixie Cat"".",UK,"Variety, including solid, calico, tortie, tabby",Shorthair,Hip dysplasia,10-15 years,"Children, Dogs, Cats, Families",Low,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7B0NDArjIw2HSIcEYmddSZ%2Fc96d6fd8a90c0f8d6fa2da9704bef7b0%2Fdevon-rex-cat.jpg&w=1080&q=75,Devon Rex,Other Breeds,"Meet the Devon Rex, aka the ""Alien Cat""! Known for its prominently large eyes and curly coat, the Devon Rex is a beautiful kitty adored for its playfulness and cuddliness. There is never a dull moment with these fur-riendly bundles of joy! In honor of their unique appearance, they also acquired affectionate the nickname of the ""Pixie Cat"".",UK,"Variety, including solid, calico, tortie, tabby",Shorthair,Patellar luxation,10-15 years,"Children, Dogs, Cats, Families",Low,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7B0NDArjIw2HSIcEYmddSZ%2Fc96d6fd8a90c0f8d6fa2da9704bef7b0%2Fdevon-rex-cat.jpg&w=1080&q=75,Devon Rex,Other Breeds,"Meet the Devon Rex, aka the ""Alien Cat""! Known for its prominently large eyes and curly coat, the Devon Rex is a beautiful kitty adored for its playfulness and cuddliness. There is never a dull moment with these fur-riendly bundles of joy! In honor of their unique appearance, they also acquired affectionate the nickname of the ""Pixie Cat"".",UK,"Variety, including solid, calico, tortie, tabby",Shorthair,Myasthenia,10-15 years,"Children, Dogs, Cats, Families",Low,High,High,High,Medium,High,1,1,1,1,10,15
