Breed Image,Breed Name,Breed Group,Breed Description,Origin,Coat Pattern,Coat Length,Health Issues,Lifespan,Good With,Shedding Amount,Playfulness,Affection Level,Activity Level,Tendency to Vocalize,Exercise Needs,Good with Cats,Good with Dogs,Good with Children,Good with Families,Lifespan Min Years,Lifespan Up to + Years
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2GXve7pFtOQMAjgUDThieF%2F083a71b1f9b5880bee29a22845d1d31e%2Fscottish_fold.jpg&w=1080&q=75,Scottish Fold,Western Breeds,"Meet the only cat who has been described to resemble an owl: the enchanting Scottish Fold! These captivating felines are known to exhibit an unusually high level of affection and are characterized by the distinctive feature of forward-folded ears. At birth, all kittens will have straight ears. Those who carry the fold gene will begin showing this distinctive feature within 21 days. The rest of the kittens who don't develop the characteristic fold are known as ""Straights"". Scottish Folds come in all coat colors, lengths, and patterns.",Scotland,All patterns of the Traditional and Pointed Divisions,Shorthair,Polycystic kidney disease (PKD),11-14+ years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Low,High,1,1,1,1,11,14
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2GXve7pFtOQMAjgUDThieF%2F083a71b1f9b5880bee29a22845d1d31e%2Fscottish_fold.jpg&w=1080&q=75,Scottish Fold,Western Breeds,"Meet the only cat who has been described to resemble an owl: the enchanting Scottish Fold! These captivating felines are known to exhibit an unusually high level of affection and are characterized by the distinctive feature of forward-folded ears. At birth, all kittens will have straight ears. Those who carry the fold gene will begin showing this distinctive feature within 21 days. The rest of the kittens who don't develop the characteristic fold are known as ""Straights"". Scottish Folds come in all coat colors, lengths, and patterns.",Scotland,All patterns of the Traditional and Pointed Divisions,Shorthair,Hypertrophic cardiomyopathy (HCM),11-14+ years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Low,High,1,1,1,1,11,14
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2GXve7pFtOQMAjgUDThieF%2F083a71b1f9b5880bee29a22845d1d31e%2Fscottish_fold.jpg&w=1080&q=75,Scottish Fold,Western Breeds,"Meet the only cat who has been described to resemble an owl: the enchanting Scottish Fold! These captivating felines are known to exhibit an unusually high level of affection and are characterized by the distinctive feature of forward-folded ears. At birth, all kittens will have straight ears. Those who carry the fold gene will begin showing this distinctive feature within 21 days. The rest of the kittens who don't develop the characteristic fold are known as ""Straights"". Scottish Folds come in all coat colors, lengths, and patterns.",Scotland,All patterns of the Traditional and Pointed Divisions,Shorthair,Degenerative joint disease,11-14+ years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Low,High,1,1,1,1,11,14
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2GXve7pFtOQMAjgUDThieF%2F083a71b1f9b5880bee29a22845d1d31e%2Fscottish_fold.jpg&w=1080&q=75,Scottish Fold,Western Breeds,"Meet the only cat who has been described to resemble an owl: the enchanting Scottish Fold! These captivating felines are known to exhibit an unusually high level of affection and are characterized by the distinctive feature of forward-folded ears. At birth, all kittens will have straight ears. Those who carry the fold gene will begin showing this distinctive feature within 21 days. The rest of the kittens who don't develop the characteristic fold are known as ""Straights"". Scottish Folds come in all coat colors, lengths, and patterns.",Scotland,All patterns of the Traditional and Pointed Divisions,Longhair,Polycystic kidney disease (PKD),11-14+ years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Low,High,1,1,1,1,11,14
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2GXve7pFtOQMAjgUDThieF%2F083a71b1f9b5880bee29a22845d1d31e%2Fscottish_fold.jpg&w=1080&q=75,Scottish Fold,Western Breeds,"Meet the only cat who has been described to resemble an owl: the enchanting Scottish Fold! These captivating felines are known to exhibit an unusually high level of affection and are characterized by the distinctive feature of forward-folded ears. At birth, all kittens will have straight ears. Those who carry the fold gene will begin showing this distinctive feature within 21 days. The rest of the kittens who don't develop the characteristic fold are known as ""Straights"". Scottish Folds come in all coat colors, lengths, and patterns.",Scotland,All patterns of the Traditional and Pointed Divisions,Longhair,Hypertrophic cardiomyopathy (HCM),11-14+ years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Low,High,1,1,1,1,11,14
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2GXve7pFtOQMAjgUDThieF%2F083a71b1f9b5880bee29a22845d1d31e%2Fscottish_fold.jpg&w=1080&q=75,Scottish Fold,Western Breeds,"Meet the only cat who has been described to resemble an owl: the enchanting Scottish Fold! These captivating felines are known to exhibit an unusually high level of affection and are characterized by the distinctive feature of forward-folded ears. At birth, all kittens will have straight ears. Those who carry the fold gene will begin showing this distinctive feature within 21 days. The rest of the kittens who don't develop the characteristic fold are known as ""Straights"". Scottish Folds come in all coat colors, lengths, and patterns.",Scotland,All patterns of the Traditional and Pointed Divisions,Longhair,Degenerative joint disease,11-14+ years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Low,High,1,1,1,1,11,14
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F29Vd3oPzwffzqvKavDaSMe%2Fa360d4cfdad16b04e802388f7c990e86%2Fsiberian_cat.jpg&w=1080&q=75,Siberian Cat,Western Breeds,"Siberian catss are affectionate, highly intelligent, playful, and sociable. These kitties have beautiful semi-longhair coats that change with the seasons. The long locks of the Siberian look their best with weekly care and brushing. Also known as the Siberian Forest Cat or Moscow Semi-Longhair, this cat is Russia’s national animal.",Russia,"Variety of patterns including tabby, solid, colorpoint, and tortoiseshell",Medium,Polycystic kidney disease (PKD),10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F29Vd3oPzwffzqvKavDaSMe%2Fa360d4cfdad16b04e802388f7c990e86%2Fsiberian_cat.jpg&w=1080&q=75,Siberian Cat,Western Breeds,"Siberian catss are affectionate, highly intelligent, playful, and sociable. These kitties have beautiful semi-longhair coats that change with the seasons. The long locks of the Siberian look their best with weekly care and brushing. Also known as the Siberian Forest Cat or Moscow Semi-Longhair, this cat is Russia’s national animal.",Russia,"Variety of patterns including tabby, solid, colorpoint, and tortoiseshell",Medium,Feline lower urinary tract disease,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F29Vd3oPzwffzqvKavDaSMe%2Fa360d4cfdad16b04e802388f7c990e86%2Fsiberian_cat.jpg&w=1080&q=75,Siberian Cat,Western Breeds,"Siberian catss are affectionate, highly intelligent, playful, and sociable. These kitties have beautiful semi-longhair coats that change with the seasons. The long locks of the Siberian look their best with weekly care and brushing. Also known as the Siberian Forest Cat or Moscow Semi-Longhair, this cat is Russia’s national animal.",Russia,"Variety of patterns including tabby, solid, colorpoint, and tortoiseshell",Medium,Hypertrophic cardiomyopathy (HCM),10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F29Vd3oPzwffzqvKavDaSMe%2Fa360d4cfdad16b04e802388f7c990e86%2Fsiberian_cat.jpg&w=1080&q=75,Siberian Cat,Western Breeds,"Siberian catss are affectionate, highly intelligent, playful, and sociable. These kitties have beautiful semi-longhair coats that change with the seasons. The long locks of the Siberian look their best with weekly care and brushing. Also known as the Siberian Forest Cat or Moscow Semi-Longhair, this cat is Russia’s national animal.",Russia,"Variety of patterns including tabby, solid, colorpoint, and tortoiseshell",Medium,Periodontal disease,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1Ztd6obHYcEwU7qb6NuQzh%2F4344dcc11fde8382e188cb9d815636a2%2Famerican_shorthair_cat_breed.jpg&w=1080&q=75,American Shorthair,Western Breeds,American Shorthairs are easy-going kitties known for their loyal and loving character. A perfect family cat who enjoys companionship and doesn’t mind busy households with children and other pets.,USA,Variety of patterns,Shorthair,Inherited craniofacial defects,15-20 years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Medium,Medium,1,1,1,1,15,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1Ztd6obHYcEwU7qb6NuQzh%2F4344dcc11fde8382e188cb9d815636a2%2Famerican_shorthair_cat_breed.jpg&w=1080&q=75,American Shorthair,Western Breeds,American Shorthairs are easy-going kitties known for their loyal and loving character. A perfect family cat who enjoys companionship and doesn’t mind busy households with children and other pets.,USA,Variety of patterns,Shorthair,Hypertrophic cardiomyopathy (HCM),15-20 years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Medium,Medium,1,1,1,1,15,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7qcObAhXgzckjQKgHMUqNE%2F6793cb971033c115989308004629b0d3%2Fexotic_shorthair__1_.jpg&w=1080&q=75,Exotic Shorthair,Persian Breeds,"Exotic Shorthairs share the same body type as the Persian and the Himalayan, yet are distinguished by their short, coarse coat that is significantly easier to maintain. These easy-going cats love to follow their humans from room to room, and they enjoy being in households with children and other pets.",USA,Variety of patterns,Shorthair,Brachycephalic airway obstructive syndrome,8-11 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,Medium,1,1,1,1,8,11
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7qcObAhXgzckjQKgHMUqNE%2F6793cb971033c115989308004629b0d3%2Fexotic_shorthair__1_.jpg&w=1080&q=75,Exotic Shorthair,Persian Breeds,"Exotic Shorthairs share the same body type as the Persian and the Himalayan, yet are distinguished by their short, coarse coat that is significantly easier to maintain. These easy-going cats love to follow their humans from room to room, and they enjoy being in households with children and other pets.",USA,Variety of patterns,Shorthair,Tear duct drainage,8-11 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,Medium,1,1,1,1,8,11
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7qcObAhXgzckjQKgHMUqNE%2F6793cb971033c115989308004629b0d3%2Fexotic_shorthair__1_.jpg&w=1080&q=75,Exotic Shorthair,Persian Breeds,"Exotic Shorthairs share the same body type as the Persian and the Himalayan, yet are distinguished by their short, coarse coat that is significantly easier to maintain. These easy-going cats love to follow their humans from room to room, and they enjoy being in households with children and other pets.",USA,Variety of patterns,Shorthair,Polycystic kidney disease (PKD),8-11 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,Medium,1,1,1,1,8,11
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7qcObAhXgzckjQKgHMUqNE%2F6793cb971033c115989308004629b0d3%2Fexotic_shorthair__1_.jpg&w=1080&q=75,Exotic Shorthair,Persian Breeds,"Exotic Shorthairs share the same body type as the Persian and the Himalayan, yet are distinguished by their short, coarse coat that is significantly easier to maintain. These easy-going cats love to follow their humans from room to room, and they enjoy being in households with children and other pets.",USA,Variety of patterns,Shorthair,Calcium oxalate urolithiasis,8-11 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,Medium,1,1,1,1,8,11
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7qcObAhXgzckjQKgHMUqNE%2F6793cb971033c115989308004629b0d3%2Fexotic_shorthair__1_.jpg&w=1080&q=75,Exotic Shorthair,Persian Breeds,"Exotic Shorthairs share the same body type as the Persian and the Himalayan, yet are distinguished by their short, coarse coat that is significantly easier to maintain. These easy-going cats love to follow their humans from room to room, and they enjoy being in households with children and other pets.",USA,Variety of patterns,Shorthair,Heart conditions,8-11 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,Medium,1,1,1,1,8,11
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7qcObAhXgzckjQKgHMUqNE%2F6793cb971033c115989308004629b0d3%2Fexotic_shorthair__1_.jpg&w=1080&q=75,Exotic Shorthair,Persian Breeds,"Exotic Shorthairs share the same body type as the Persian and the Himalayan, yet are distinguished by their short, coarse coat that is significantly easier to maintain. These easy-going cats love to follow their humans from room to room, and they enjoy being in households with children and other pets.",USA,Variety of patterns,Shorthair,Tooth misalignment and crowding,8-11 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,Medium,1,1,1,1,8,11
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6sMNqhN54DMMFdMoSpz2S6%2F400c8df515f562d017c2eb60482bc4e0%2Fturkish_angora.jpg&w=1080&q=75,Turkish Angora,Western Breeds,"Turkish Angoras are outgoing and affectionate felines with a sophisticated, elegant appearance. These clever and curious cats are known for their sense of humor and great love for play, both on their own and with their favorite humans.",Turkey,"Variety including bi-color, tortoiseshell, tabby (mackerel, spotted)",Longhair,Hypertrophic cardiomyopathy (HCM),15-18 years,"Children, Dogs, Cats, Families",Medium,Medium,High,High,High,Medium,1,1,1,1,15,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6sMNqhN54DMMFdMoSpz2S6%2F400c8df515f562d017c2eb60482bc4e0%2Fturkish_angora.jpg&w=1080&q=75,Turkish Angora,Western Breeds,"Turkish Angoras are outgoing and affectionate felines with a sophisticated, elegant appearance. These clever and curious cats are known for their sense of humor and great love for play, both on their own and with their favorite humans.",Turkey,"Variety including bi-color, tortoiseshell, tabby (mackerel, spotted)",Longhair,Congenital ataxia,15-18 years,"Children, Dogs, Cats, Families",Medium,Medium,High,High,High,Medium,1,1,1,1,15,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6sMNqhN54DMMFdMoSpz2S6%2F400c8df515f562d017c2eb60482bc4e0%2Fturkish_angora.jpg&w=1080&q=75,Turkish Angora,Western Breeds,"Turkish Angoras are outgoing and affectionate felines with a sophisticated, elegant appearance. These clever and curious cats are known for their sense of humor and great love for play, both on their own and with their favorite humans.",Turkey,"Variety including bi-color, tortoiseshell, tabby (mackerel, spotted)",Longhair,Hearing loss,15-18 years,"Children, Dogs, Cats, Families",Medium,Medium,High,High,High,Medium,1,1,1,1,15,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2FdFjS4XOZm5tzEnsI9qqA9%2Fa029ba54ee06531d716a8fb544086cf0%2Frussian_blue.jpg&w=1080&q=75,Russian Blue,Western Breeds,"Russian Blues are equal parts elegance and strength, with a friendly and sweet personality to tie it all together. These highly intelligent kitties love to engage with their pet parents every day and enjoy learning new tricks, like playing fetch!",Russia,Solid,Shorthair,Diabetes mellitus,10-16 years,"Children, Dogs, Cats, Families",Low,High,High,Medium,Medium,Medium,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2FdFjS4XOZm5tzEnsI9qqA9%2Fa029ba54ee06531d716a8fb544086cf0%2Frussian_blue.jpg&w=1080&q=75,Russian Blue,Western Breeds,"Russian Blues are equal parts elegance and strength, with a friendly and sweet personality to tie it all together. These highly intelligent kitties love to engage with their pet parents every day and enjoy learning new tricks, like playing fetch!",Russia,Solid,Shorthair,Genetic predisposition to disease is minimal,10-16 years,"Children, Dogs, Cats, Families",Low,High,High,Medium,Medium,Medium,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1j606mYiYue25JSJ0LUw7V%2F6a492a7063a035ce4556681699d1199e%2Fsavannah_cat.jpg&w=1080&q=75,Savannah Cat,Exotic Breeds,"The Savannah cat is an unusual, yet beautifully elegant cross between the African Serval cat and the Domestic cat. This captivating hybrid inherited the delightfully good looks of its wild relative, while retaining the loving friendliness characteristic of its domesticated relative. Thanks to their enchanting beauty and affectionate personality, Savannah cats truly have the entire world at their paws.",USA,"Spotted, marbled, rosetted",Shorthair,No strongly associated genetic conditions,13-20 years,"Children (older), Dogs, Cats, Families",Medium,High,High,Medium,Medium,Medium,1,1,1,1,13,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3JWnPdH4DDMjDjSWctrmCr%2F75fe0736c20bee49f58470a74d3a9c4f%2Fabyssinian-cat__1_.jpg&w=1080&q=75,Abyssinian,Western Breeds,"Abyssinians have a striking coat with a ticked pattern that shows off their slim, yet athletic build. Known as one of the oldest breeds of domesticated cats, these graceful beauties have a curious and playful nature and love to climb to the highest of heights.",Asia,Ticked,Shorthair,Hypertrophic cardiomyopathy (HCM),10-13 years,"Children, Dogs, Cats, Families",Low,High,High,High,Low,Medium,1,1,1,1,10,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3JWnPdH4DDMjDjSWctrmCr%2F75fe0736c20bee49f58470a74d3a9c4f%2Fabyssinian-cat__1_.jpg&w=1080&q=75,Abyssinian,Western Breeds,"Abyssinians have a striking coat with a ticked pattern that shows off their slim, yet athletic build. Known as one of the oldest breeds of domesticated cats, these graceful beauties have a curious and playful nature and love to climb to the highest of heights.",Asia,Ticked,Shorthair,Diabetes mellitus,10-13 years,"Children, Dogs, Cats, Families",Low,High,High,High,Low,Medium,1,1,1,1,10,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3JWnPdH4DDMjDjSWctrmCr%2F75fe0736c20bee49f58470a74d3a9c4f%2Fabyssinian-cat__1_.jpg&w=1080&q=75,Abyssinian,Western Breeds,"Abyssinians have a striking coat with a ticked pattern that shows off their slim, yet athletic build. Known as one of the oldest breeds of domesticated cats, these graceful beauties have a curious and playful nature and love to climb to the highest of heights.",Asia,Ticked,Shorthair,Progressive retinal atrophy,10-13 years,"Children, Dogs, Cats, Families",Low,High,High,High,Low,Medium,1,1,1,1,10,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3JWnPdH4DDMjDjSWctrmCr%2F75fe0736c20bee49f58470a74d3a9c4f%2Fabyssinian-cat__1_.jpg&w=1080&q=75,Abyssinian,Western Breeds,"Abyssinians have a striking coat with a ticked pattern that shows off their slim, yet athletic build. Known as one of the oldest breeds of domesticated cats, these graceful beauties have a curious and playful nature and love to climb to the highest of heights.",Asia,Ticked,Shorthair,Pyruvate kinase deficiency,10-13 years,"Children, Dogs, Cats, Families",Low,High,High,High,Low,Medium,1,1,1,1,10,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3JWnPdH4DDMjDjSWctrmCr%2F75fe0736c20bee49f58470a74d3a9c4f%2Fabyssinian-cat__1_.jpg&w=1080&q=75,Abyssinian,Western Breeds,"Abyssinians have a striking coat with a ticked pattern that shows off their slim, yet athletic build. Known as one of the oldest breeds of domesticated cats, these graceful beauties have a curious and playful nature and love to climb to the highest of heights.",Asia,Ticked,Shorthair,Stress-related hair loss,10-13 years,"Children, Dogs, Cats, Families",Low,High,High,High,Low,Medium,1,1,1,1,10,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3JWnPdH4DDMjDjSWctrmCr%2F75fe0736c20bee49f58470a74d3a9c4f%2Fabyssinian-cat__1_.jpg&w=1080&q=75,Abyssinian,Western Breeds,"Abyssinians have a striking coat with a ticked pattern that shows off their slim, yet athletic build. Known as one of the oldest breeds of domesticated cats, these graceful beauties have a curious and playful nature and love to climb to the highest of heights.",Asia,Ticked,Shorthair,Gingivitis,10-13 years,"Children, Dogs, Cats, Families",Low,High,High,High,Low,Medium,1,1,1,1,10,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3JWnPdH4DDMjDjSWctrmCr%2F75fe0736c20bee49f58470a74d3a9c4f%2Fabyssinian-cat__1_.jpg&w=1080&q=75,Abyssinian,Western Breeds,"Abyssinians have a striking coat with a ticked pattern that shows off their slim, yet athletic build. Known as one of the oldest breeds of domesticated cats, these graceful beauties have a curious and playful nature and love to climb to the highest of heights.",Asia,Ticked,Shorthair,Patellar luxation,10-13 years,"Children, Dogs, Cats, Families",Low,High,High,High,Low,Medium,1,1,1,1,10,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2aYT48iKd08lxWsWMPSRat%2F6f68d9c8c58826063c8637982337dfe6%2Foriental_shorthair_cat.jpg&w=1080&q=75,Oriental Shorthair,Eastern Breeds,"Oriental Shorthairs are fun, talkative, and affectionate kitties who love to hang out with their favorite humans. These long and lean athletes are always on the go, and require a lot of attention if you don’t want them getting into mischief on their own!",UK,Variety of patterns – more than any other breed,Shorthair,Neoplastic and gastrointestinal disorders,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2aYT48iKd08lxWsWMPSRat%2F6f68d9c8c58826063c8637982337dfe6%2Foriental_shorthair_cat.jpg&w=1080&q=75,Oriental Shorthair,Eastern Breeds,"Oriental Shorthairs are fun, talkative, and affectionate kitties who love to hang out with their favorite humans. These long and lean athletes are always on the go, and require a lot of attention if you don’t want them getting into mischief on their own!",UK,Variety of patterns – more than any other breed,Shorthair,Crossed eyes,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2aYT48iKd08lxWsWMPSRat%2F6f68d9c8c58826063c8637982337dfe6%2Foriental_shorthair_cat.jpg&w=1080&q=75,Oriental Shorthair,Eastern Breeds,"Oriental Shorthairs are fun, talkative, and affectionate kitties who love to hang out with their favorite humans. These long and lean athletes are always on the go, and require a lot of attention if you don’t want them getting into mischief on their own!",UK,Variety of patterns – more than any other breed,Shorthair,Lung infections,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2aYT48iKd08lxWsWMPSRat%2F6f68d9c8c58826063c8637982337dfe6%2Foriental_shorthair_cat.jpg&w=1080&q=75,Oriental Shorthair,Eastern Breeds,"Oriental Shorthairs are fun, talkative, and affectionate kitties who love to hang out with their favorite humans. These long and lean athletes are always on the go, and require a lot of attention if you don’t want them getting into mischief on their own!",UK,Variety of patterns – more than any other breed,Shorthair,Diabetes mellitus,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2aYT48iKd08lxWsWMPSRat%2F6f68d9c8c58826063c8637982337dfe6%2Foriental_shorthair_cat.jpg&w=1080&q=75,Oriental Shorthair,Eastern Breeds,"Oriental Shorthairs are fun, talkative, and affectionate kitties who love to hang out with their favorite humans. These long and lean athletes are always on the go, and require a lot of attention if you don’t want them getting into mischief on their own!",UK,Variety of patterns – more than any other breed,Shorthair,Feline OCD,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2aYT48iKd08lxWsWMPSRat%2F6f68d9c8c58826063c8637982337dfe6%2Foriental_shorthair_cat.jpg&w=1080&q=75,Oriental Shorthair,Eastern Breeds,"Oriental Shorthairs are fun, talkative, and affectionate kitties who love to hang out with their favorite humans. These long and lean athletes are always on the go, and require a lot of attention if you don’t want them getting into mischief on their own!",UK,Variety of patterns – more than any other breed,Shorthair,Vestibular disease,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2aYT48iKd08lxWsWMPSRat%2F6f68d9c8c58826063c8637982337dfe6%2Foriental_shorthair_cat.jpg&w=1080&q=75,Oriental Shorthair,Eastern Breeds,"Oriental Shorthairs are fun, talkative, and affectionate kitties who love to hang out with their favorite humans. These long and lean athletes are always on the go, and require a lot of attention if you don’t want them getting into mischief on their own!",UK,Variety of patterns – more than any other breed,Shorthair,Feline hyperesthesia syndrome,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2cLvyMCZM3E3tzXU5LKMrI%2Fcca161e6b034e3d8a676c70ab0b59e30%2Fegyptian-mau_cat_breed__1_.jpg&w=1080&q=75,Egyptian Mau,Exotic Breeds,"Loyal, playful, and exceptionally athletic, the Egyptian Mau cat is one of the few naturally spotted domestic cat breeds. This is  a graceful, medium-sized kitty with a lean and muscular body. Maus are water lovers and are considered the fastest of all domestic cats!",Europe,Naturally spotted,Shorthair,Feline urate urolithiasis,12-15 years,"Children, Cats, Families",Medium,High,High,High,Medium,High,1,0,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2cLvyMCZM3E3tzXU5LKMrI%2Fcca161e6b034e3d8a676c70ab0b59e30%2Fegyptian-mau_cat_breed__1_.jpg&w=1080&q=75,Egyptian Mau,Exotic Breeds,"Loyal, playful, and exceptionally athletic, the Egyptian Mau cat is one of the few naturally spotted domestic cat breeds. This is  a graceful, medium-sized kitty with a lean and muscular body. Maus are water lovers and are considered the fastest of all domestic cats!",Europe,Naturally spotted,Shorthair,Temperature-sensitive,12-15 years,"Children, Cats, Families",Medium,High,High,High,Medium,High,1,0,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2cLvyMCZM3E3tzXU5LKMrI%2Fcca161e6b034e3d8a676c70ab0b59e30%2Fegyptian-mau_cat_breed__1_.jpg&w=1080&q=75,Egyptian Mau,Exotic Breeds,"Loyal, playful, and exceptionally athletic, the Egyptian Mau cat is one of the few naturally spotted domestic cat breeds. This is  a graceful, medium-sized kitty with a lean and muscular body. Maus are water lovers and are considered the fastest of all domestic cats!",Europe,Naturally spotted,Shorthair,Sensitive to medicine and anesthesia,12-15 years,"Children, Cats, Families",Medium,High,High,High,Medium,High,1,0,1,1,12,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2cLvyMCZM3E3tzXU5LKMrI%2Fcca161e6b034e3d8a676c70ab0b59e30%2Fegyptian-mau_cat_breed__1_.jpg&w=1080&q=75,Egyptian Mau,Exotic Breeds,"Loyal, playful, and exceptionally athletic, the Egyptian Mau cat is one of the few naturally spotted domestic cat breeds. This is  a graceful, medium-sized kitty with a lean and muscular body. Maus are water lovers and are considered the fastest of all domestic cats!",North America,Naturally spotted,Shorthair,Feline urate urolithiasis,12-15 years,"Children, Cats, Families",Medium,High,High,High,Medium,High,1,0,1,1,12,15
